datetimeLoc,latitude,longitude,response_time_sec
2019-11-16T23:37:49.609000,38.9231335,-77.0451596,17416
2019-11-17T00:30:59.814000,38.89175,-76.9835817,38850
2019-11-17T00:37:13.520000,38.8974841,-77.0438852,42214
2019-11-17T00:38:17.791000,38.9169718,-77.0308056,8006
2019-11-17T00:41:49.058000,38.9224013,-77.0319053,7439
2019-11-17T00:45:18.286000,38.9056052,-77.0416186,4870
2019-11-17T01:16:25.288000,38.9039348,-77.034244,5932
2019-11-17T01:22:18.565000,38.8918422,-77.0500766,21223
2019-11-17T01:30:11.093000,38.8989424,-77.0280447,3887
2019-11-17T01:31:52.814000,38.906183,-77.0412535,27460
2019-11-17T02:01:16.771000,38.9195934,-77.0445687,18880
2019-11-17T02:35:23.653000,38.8992342,-77.0280214,31340
2019-11-17T02:40:45.787000,38.907257,-77.0692143,27713
2019-11-17T02:43:52.049000,38.8986905,-77.0219419,1195
2019-11-17T03:03:55.868000,38.8973546,-77.0476982,21155
2019-11-17T03:07:53.114000,38.90016,-77.0277233,26124
2019-11-17T03:39:28.152000,38.9007567,-77.0513712,23217
2019-11-17T05:23:17.407000,38.9054556,-77.0470239,24340
2019-11-17T05:51:55.493000,38.8985467,-77.0222033,17885
2019-11-17T06:58:05.421000,38.8899258,-77.0265552,2948
2019-11-17T06:58:33.267000,38.8898261,-77.0265936,2909
2019-11-17T07:16:46.906000,38.8915533,-77.0500699,6045
2019-11-17T07:43:44.101000,38.903205,-77.01218,15336
2019-11-17T08:04:51.911000,38.9171769,-77.0304639,10085
2019-11-17T10:11:04.575000,38.9533951,-77.0278259,13981
2019-11-17T10:22:45.220000,38.9072153,-77.0689931,7657
2019-11-17T11:08:59.008000,38.9019717,-76.9857633,10453
2019-11-17T11:10:45.791000,38.9171558,-77.0307151,8323
2019-11-17T12:04:50.308000,38.8768715,-77.015994,5088
2019-11-17T12:09:11.911000,38.8850617,-76.9984483,355
2019-11-17T12:30:37.813000,38.907257,-77.0690641,22007
2019-11-17T13:04:32.390000,38.8923188,-77.0464139,6108
2019-11-17T13:09:12.685000,38.8817083,-77.03697,638
2019-11-17T14:05:23.800000,38.9032482,-77.0120792,844
2019-11-17T14:19:40.792000,38.8964447,-77.0706967,2167
2019-11-17T14:31:43.808000,38.8931773,-77.0760951,1428
2019-11-17T14:35:50.454000,38.9185758,-77.0408802,10935
2019-11-17T14:42:26.487000,38.9125635,-77.0227482,93
2019-11-17T14:46:47.194000,38.9124706,-77.0226228,2812
2019-11-17T15:34:26.252000,38.91256,-77.022625,3120
2019-11-17T15:37:40.592000,38.9272314,-77.0309296,1790
2019-11-17T16:07:45.953000,38.927177,-77.0308787,455
2019-11-17T16:12:32.368000,38.9033543,-77.0248989,9351
2019-11-17T16:15:43.779000,38.927218,-77.0308378,7248
2019-11-17T16:16:52.689000,38.9072351,-77.0285333,6980
2019-11-17T17:10:54.524000,38.9054205,-77.0222454,4556
2019-11-17T17:11:08.294000,38.8760673,-77.0119574,2016
2019-11-17T17:11:36.316000,38.898125,-76.98467,449
2019-11-17T17:20:47.572000,38.9167168,-77.0259228,2123
2019-11-17T17:25:18.722000,38.8989552,-76.9854598,1089
2019-11-17T17:32:40.712000,38.9030914,-77.0122574,40122
2019-11-17T17:37:02.982000,38.8779175,-77.0151982,5491
2019-11-17T17:45:41.515000,38.9125058,-77.022748,84
2019-11-17T17:47:42.005000,38.9125886,-77.022879,7396
2019-11-17T17:55:32.583000,38.8759017,-77.0120767,2371
2019-11-17T17:56:44.092000,38.916943,-77.0259898,172
2019-11-17T18:01:48.673000,38.91695,-77.02592,22512
2019-11-17T18:07:06.255000,38.9193044,-77.014812,68676
2019-11-17T18:14:21.070000,38.903781,-77.0537236,10981
2019-11-17T18:16:45.376000,38.9272707,-77.0307855,50593
2019-11-17T18:35:25.892000,38.8758523,-77.0120109,3331
2019-11-17T18:44:25.758000,38.9186749,-77.0407439,3490
2019-11-17T18:53:22.315000,38.9285754,-77.0434273,71089
2019-11-17T19:08:04.422000,38.9004917,-77.0290867,53236
2019-11-17T19:08:06.151000,38.8975067,-77.0290521,698
2019-11-17T19:14:44.550000,38.8918533,-77.03172,12831
2019-11-17T19:51:03.166000,38.9126416,-77.0231587,8972
2019-11-17T20:03:13.705000,38.8758756,-77.0119631,1577
2019-11-17T20:30:17.878000,38.9207247,-77.0318619,2343
2019-11-17T20:30:22.053000,38.8758948,-77.0120236,10284
2019-11-17T20:37:28.070000,38.8922953,-77.0441327,1050
2019-11-17T21:33:26.495000,38.9068933,-77.005825,36730
2019-11-17T22:21:16.990000,38.9126856,-77.0234863,47960
2019-11-17T22:33:50.814000,38.9050768,-77.0414951,2263
2019-11-17T22:47:09.083000,38.9156592,-77.0331326,3406
2019-11-17T22:48:42.709000,38.8920633,-77.0316717,34838
2019-11-17T23:17:39.918000,38.9168167,-77.0280809,146
2019-11-17T23:21:28.856000,38.9167553,-77.0280995,3128
2019-11-17T23:21:55.109000,38.8755989,-77.0121413,9624
2019-11-18T00:43:26.694000,38.9007117,-77.0183267,27474
